"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"1","Extremely Fast","PHONE","0","A","grade1","Lon All",50," JH Area",14,6,2,"A","YES","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","12",19,"Tuesday","Business_Hour","afternoon","winter","F"
"2","Extremely Fast","PHONE","0","C","grade1","Any Airport",14," AB",10,2,2,"None Required","NO","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","4",10,"Monday","Business_Hour","morning","spring","F"
"3","Extremely Fast","PHONE","0","A","grade1","GG",40," AC",14,4,1,"A","NO","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","10",14,"Saturday","Business_Hour","afternoon","fall","F"
"4","Slow","WEB","0","A","grade1","MCH",13," AB",14,2,1,"A","YES","NO","Mrs","NO","0","2017","1",1,"Sunday","2017","4",8,"Saturday","Closed","morning","spring","F"
"5","Slow","WEB","0","A","grade1","Lon Gat",74," AC",14,7,1,"A","YES","NO","Mr","NO","0","2017","1",1,"Sunday","2018","6",7,"Thursday","Closed","morning","summer","M"
"6","Extremely Fast","WEB","1","B","grade1","Lon Gat",66," AB",14,6,2,"A","YES","NO","Mrs","NO","0","2017","1",2,"Monday","2018","4",11,"Wednesday","Closed","night","spring","F"
"7","Extremely Fast","WEB","1","A","grade2","Lon All",42," AB",10,2,0,"None Required","NO","NO","Mrs","NO","0","2017","1",3,"Tuesday","2017","10",22,"Sunday","Closed","night","fall","F"
"8","Slow","WEB","0","A","grade2","Lon All",39," AC",14,3,1,"B","YES","NO","Miss","NO","0","2017","1",3,"Tuesday","2017","10",5,"Thursday","Business_Hour","night","fall","F"
"9","Extremely Fast","PHONE","0","B","grade2","Lon All",50," AC",13,2,2,"B","YES","NO","Mrs","NO","1","2017","1",4,"Wednesday","2017","12",20,"Wednesday","Business_Hour","morning","winter","F"
"10","Slow","WEB","0","A","grade1","MCH",39," JH Area",14,7,2,"A","YES","NO","Mrs","NO","0","2017","1",4,"Wednesday","2017","10",7,"Saturday","Business_Hour","morning","fall","F"
"11","Slow","WEB","1","A","grade1","Lon All",74," AC",14,2,0,"B","YES","NO","Mr","NO","0","2017","1",4,"Wednesday","2018","6",7,"Thursday","Business_Hour","morning","summer","M"
"12","Slow","WEB","0","D","grade2","Lon All",42," NM AB Resort",4,4,0,"B","NO","NO","Mr","NO","0","2017","1",4,"Wednesday","2017","10",28,"Saturday","Business_Hour","afternoon","fall","M"
"13","Slow","WEB","0","C","grade1","Any Airport",29," AC",14,6,2,"A","NO","NO","Mrs","NO","0","2017","1",5,"Thursday","2017","7",24,"Monday","Closed","morning","summer","F"
"14","Fast","PHONE","0","A","grade1","OTHER",80," JH Area",21,4,3,"None Required","NO","NO","Mrs","NO","1","2017","1",7,"Saturday","2018","7",17,"Tuesday","Business_Hour","afternoon","summer","F"
"15","Slow","WEB","0","A","grade2","Lon All",57," AC",7,2,2,"B","YES","NO","Mr","NO","0","2017","1",7,"Saturday","2018","2",9,"Friday","Business_Hour","morning","winter","M"
"16","Slow","WEB","0","A","grade1","Lon Gat",85," JH Area",14,3,2,"A","YES","NO","Mr","NO","0","2017","1",7,"Saturday","2018","8",21,"Tuesday","Business_Hour","morning","summer","M"
"17","Slow","WEB","0","A","grade2","MCH",74," AC",14,3,0,"B","YES","NO","Miss","NO","0","2017","1",7,"Saturday","2018","6",6,"Wednesday","Business_Hour","afternoon","summer","F"
"18","Slow","WEB","1","A","grade1","Lon All",83," AC",14,3,2,"A","NO","NO","Mr","NO","0","2017","1",8,"Sunday","2018","8",15,"Wednesday","Business_Hour","morning","summer","M"
"19","Slow","WEB","0","A","grade1","Lon All",63," AC",21,5,1,"A","YES","NO","Mr","NO","0","2017","1",9,"Monday","2018","3",26,"Monday","Business_Hour","morning","spring","M"
"20","Extremely Fast","WEB","0","A","grade1","Lon All",39," JH Area",10,2,1,"None Required","NO","NO","Mrs","NO","1","2017","1",10,"Tuesday","2017","10",14,"Saturday","Business_Hour","morning","fall","F"
"21","Slow","WEB","1","A","grade2","Lon All",42," CC City",3,2,0,"B","NO","NO","Mr","NO","0","2017","1",10,"Tuesday","2017","10",29,"Sunday","Business_Hour","morning","fall","M"
"22","Slow","WEB","1","A","grade2","BH",95," AB",14,2,1,"B","NO","NO","Mr","NO","0","2017","1",10,"Tuesday","2018","11",7,"Wednesday","Business_Hour","afternoon","fall","M"
"23","Extremely Fast","WEB","1","A","grade2","MCH",40," AC",21,2,2,"A","NO","NO","Mrs","NO","0","2017","1",11,"Wednesday","2017","10",16,"Monday","Business_Hour","morning","fall","F"
"24","Slow","WEB","0","B","grade2","Any Airport",51," CC City",8,2,0,"B","NO","NO","Mrs","NO","0","2017","1",12,"Thursday","2018","1",2,"Tuesday","Business_Hour","morning","winter","F"
"25","Slow","WEB","0","C","grade1","OTHER",11," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","1",12,"Thursday","2017","4",1,"Saturday","Business_Hour","afternoon","spring","M"
"26","Slow","WEB","0","A","grade2","MCH",29," AC",14,5,0,"A","YES","NO","Mr","NO","0","2017","1",12,"Thursday","2017","7",31,"Monday","Business_Hour","afternoon","summer","M"
"27","Fast","PHONE","0","A","grade1","GG",54," AC",14,4,2,"A","NO","NO","Ms","NO","1","2017","1",13,"Friday","2018","1",24,"Wednesday","Business_Hour","afternoon","winter","F"
"28","Extremely Fast","PHONE","0","A","grade1","Any Airport",30," JH Area",14,4,1,"A","NO","NO","Mrs","NO","1","2017","1",13,"Friday","2017","8",12,"Saturday","Closed","morning","summer","F"
"29","Extremely Fast","PHONE","1","A","grade1","MCH",46," AC",14,2,0,"A","NO","NO","Mrs","NO","1","2017","1",15,"Sunday","2017","12",6,"Wednesday","Business_Hour","afternoon","winter","F"
"30","Slow","WEB","1","A","grade2","Lon All",10," NM AB Resort",7,3,1,"B","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2017","3",31,"Friday","Closed","morning","spring","M"
"31","Slow","WEB","0","A","grade1","Lon All",29," AC",12,5,0,"A","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2017","8",7,"Monday","Business_Hour","afternoon","summer","M"
"32","Slow","WEB","1","A","grade1","Lon All",78," JH Area",14,4,1,"A","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2018","7",19,"Thursday","Closed","morning","summer","M"
"33","Slow","WEB","0","A","grade1","MCH",39," AC",14,4,0,"A","YES","NO","Mr","NO","0","2017","1",15,"Sunday","2017","10",18,"Wednesday","Business_Hour","morning","fall","M"
"34","Slow","WEB","0","A","grade2","GG",74," AC",14,2,2,"A","NO","NO","Mr","NO","0","2017","1",15,"Sunday","2018","6",21,"Thursday","Business_Hour","morning","summer","M"
"35","Slow","WEB","0","A","grade3","Any Airport",26," DC Drive",14,5,3,"A","YES","NO","Miss","NO","0","2017","1",15,"Sunday","2017","7",22,"Saturday","Business_Hour","night","summer","F"
"36","Extremely Fast","WEB","0","A","grade3","Lon All",40," AB",14,NA,4,"B","NO","NO","Mrs","NO","1","2017","1",16,"Monday","2017","10",23,"Monday","Business_Hour","morning","fall","F"
"37","Extremely Fast","WEB","1","E","grade1","Lon Gat",27," AC",18,4,0,"A","NO","NO","Mrs","NO","0","2017","1",16,"Monday","2017","7",27,"Thursday","Closed","night","summer","F"
"38","Slow","WEB","1","A","grade1","Lon All",39," AB",14,NA,2,"None Required","NO","NO","Mr","NO","0","2017","1",16,"Monday","2017","10",20,"Friday","Closed","night","fall","M"
"39","Slow","WEB","1","B","grade2","Lon Heathrow",29,"OTHER",9,2,0,"B","NO","NO","Miss","NO","0","2017","1",17,"Tuesday","2017","8",11,"Friday","Business_Hour","night","summer","F"
"40","Extremely Fast","WEB","0","A","grade1","GG",50," AC",21,2,0,"None Required","YES","NO","Mrs","NO","0","2017","1",18,"Wednesday","2018","1",1,"Monday","Business_Hour","morning","winter","F"
"41","Slow","WEB","0","A","grade1","BH",80," AC",14,5,1,"None Required","YES","NO","Mrs","NO","0","2017","1",19,"Thursday","2018","8",4,"Saturday","Business_Hour","afternoon","summer","F"
"42","Slow","WEB","0","A","grade1","Any Airport",11," AB",14,2,2,"A","NO","NO","Mrs","NO","0","2017","1",19,"Thursday","2017","4",7,"Friday","Business_Hour","morning","spring","F"
"43","Slow","WEB","0","A","grade1","GG",51," AC",14,2,2,"A","YES","NO","Miss","NO","0","2017","1",20,"Friday","2018","1",11,"Thursday","Business_Hour","morning","winter","F"
"44","Extremely Fast","PHONE","0","E","None","MCH",34," AB",14,6,0,"A","NO","NO","Mrs","NO","1","2017","1",21,"Saturday","2017","9",11,"Monday","Business_Hour","afternoon","fall","F"
"45","Fast","PHONE","0","E","grade1","Lon All",77," JH Area",14,6,2,"A","NO","NO","Mrs","NO","1","2017","1",22,"Sunday","2018","7",19,"Thursday","Business_Hour","afternoon","summer","F"
"46","Slow","WEB","0","E","grade1","MCH",24," AB",14,5,0,"A","YES","NO","Miss","NO","0","2017","1",22,"Sunday","2017","7",14,"Friday","Business_Hour","night","summer","F"
"47","Fast","PHONE","1","A","grade2","Lon Heathrow",75," AB",14,2,2,"A","NO","NO","Mrs","NO","1","2017","1",23,"Monday","2018","7",6,"Friday","Business_Hour","morning","summer","F"
"48","Extremely Fast","WEB","1","E","grade2","Lon All",23," AC",16,4,0,"A","NO","NO","Mrs","NO","0","2017","1",26,"Thursday","2017","7",4,"Tuesday","Closed","night","summer","F"
"49","Extremely Fast","WEB","0","A","grade1","Lon All",38," JH Area",14,3,2,"A","YES","NO","Mrs","NO","0","2017","1",28,"Saturday","2017","10",20,"Friday","Business_Hour","morning","fall","F"
"50","Extremely Fast","WEB","0","A","grade1","Lon Gat",54," AC",14,4,2,"None Required","NO","NO","Mrs","NO","1","2017","1",29,"Sunday","2018","2",15,"Thursday","Business_Hour","morning","winter","F"
"51","Extremely Fast","WEB","0","A","grade1","Lon Gat",28," AC",14,5,1,"A","YES","NO","Mrs","NO","0","2017","1",29,"Sunday","2017","8",19,"Saturday","Closed","morning","summer","F"
"52","Slow","WEB","1","A","grade2","MCH",42," AA Resort",10,3,0,"None Required","YES","NO","Mr","NO","0","2017","1",29,"Sunday","2017","11",25,"Saturday","Closed","morning","fall","M"
"53","Slow","WEB","1","A","grade1","MCH",31," AC",14,4,0,"A","YES","NO","Mr","NO","0","2017","1",29,"Sunday","2017","9",8,"Friday","Closed","morning","fall","M"
"54","Slow","WEB","0","D","grade2","MCH",38," AC",14,3,0,"A","YES","NO","Mrs","NO","0","2017","1",30,"Monday","2017","10",25,"Wednesday","Business_Hour","morning","fall","F"
"55","Slow","WEB","1","A","grade1","MCH",35," AC",14,3,0,"A","NO","NO","Mr","NO","0","2017","1",30,"Monday","2017","10",2,"Monday","Business_Hour","morning","fall","M"
"56","Slow","WEB","1","A","grade1","MCH",25," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","1",30,"Monday","2017","7",26,"Wednesday","Business_Hour","afternoon","summer","M"
"57","Slow","WEB","0","A","grade2","Lon Gat",61," AC",10,5,4,"A","NO","NO","Mr","NO","0","2017","1",30,"Monday","2018","4",7,"Saturday","Business_Hour","morning","spring","M"
"58","Slow","WEB","0","E","grade2","MCH",81," AB",14,2,2,"A","NO","NO","Mr","NO","0","2017","1",31,"Tuesday","2018","8",22,"Wednesday","Business_Hour","morning","summer","M"
"59","Slow","WEB","0","B","grade2","MCH",27," CC City",3,4,0,"A","NO","NO","Mr","NO","0","2017","1",31,"Tuesday","2017","8",9,"Wednesday","Business_Hour","morning","summer","M"
"60","Extremely Fast","WEB","0","B","grade1","MCH",24," CC City",14,3,1,"A","YES","NO","Mrs","NO","0","2017","2",2,"Thursday","2017","7",22,"Saturday","Business_Hour","morning","summer","F"
"61","Extremely Fast","PHONE","0","A","grade1","MCH",114," AC",14,2,3,"A","NO","NO","Mrs","NO","1","2017","2",3,"Friday","2019","4",7,"Sunday","Business_Hour","afternoon","spring","F"
"62","Slow","WEB","0","A","grade1","BH",79," AC",14,3,1,"A","NO","NO","Mr","NO","0","2017","2",3,"Friday","2018","8",7,"Tuesday","Closed","morning","summer","M"
"63","Slow","WEB","1","A","grade3","Lon All",28," DC Drive",14,2,3,"None Required","YES","NO","Mr","NO","0","2017","2",3,"Friday","2017","8",17,"Thursday","Closed","morning","summer","M"
"64","Slow","WEB","0","A","grade1","MCH",22," AB",14,4,2,"A","NO","NO","Mr","NO","0","2017","2",3,"Friday","2017","7",8,"Saturday","Business_Hour","afternoon","summer","M"
"65","Fast","PHONE","0","A","grade2","Lon Gat",40," AC",14,2,0,"B","NO","NO","Ms","NO","1","2017","2",5,"Sunday","2017","11",17,"Friday","Business_Hour","morning","fall","F"
"66","Slow","WEB","0","A","grade1","Lon Gat",88," AC",14,4,1,"A","NO","NO","Mr","NO","0","2017","2",5,"Sunday","2018","10",15,"Monday","Closed","morning","fall","M"
"67","Slow","WEB","1","A","grade2","MCH",21," AA Resort",10,4,0,"B","NO","NO","Mr","NO","0","2017","2",5,"Sunday","2017","7",5,"Wednesday","Business_Hour","morning","summer","M"
"68","Slow","WEB","0","A","grade2","Lon Gat",16," AB",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","2",6,"Monday","2017","5",31,"Wednesday","Business_Hour","morning","spring","M"
"69","Extremely Fast","WEB","1","A","grade2","MCH",51," AB",18,4,0,"None Required","NO","NO","Mrs","NO","0","2017","2",7,"Tuesday","2018","2",1,"Thursday","Closed","night","winter","F"
"70","Slow","WEB","0","A","grade2","Lon Heathrow",21," AC",7,2,1,"None Required","NO","NO","Mr","NO","0","2017","2",9,"Thursday","2017","7",8,"Saturday","Closed","morning","summer","M"
"71","Slow","WEB","0","D","grade2","BH",12," AC",14,2,0,"A","YES","NO","Mr","NO","0","2017","2",9,"Thursday","2017","5",1,"Monday","Closed","morning","spring","M"
"72","Slow","WEB","0","A","grade1","Lon Gat",82," JH Area",14,4,1,"A","YES","NO","Mrs","NO","0","2017","2",11,"Saturday","2018","9",3,"Monday","Closed","morning","fall","F"
"73","Fast","PHONE","0","B","grade2","Lon All",8," CC City",8,2,0,"B","NO","NO","Ms","NO","1","2017","2",12,"Sunday","2017","4",9,"Sunday","Business_Hour","afternoon","spring","F"
"74","Slow","WEB","0","C","grade3","Any Airport",27," AB",10,3,1,"None Required","NO","NO","Mr","NO","0","2017","2",12,"Sunday","2017","8",20,"Sunday","Business_Hour","morning","summer","M"
"75","Slow","WEB","0","E","grade2","MCH",83," AC",14,6,1,"A","NO","NO","Miss","NO","0","2017","2",12,"Sunday","2018","9",18,"Tuesday","Business_Hour","afternoon","fall","F"
"76","Fast","PHONE","0","A","grade1","Lon Gat",66," AB",14,3,3,"B","YES","NO","Ms","NO","1","2017","2",13,"Monday","2018","5",26,"Saturday","Business_Hour","morning","spring","F"
"77","Slow","WEB","0","A","grade2","OTHER",12," CC City",6,2,0,"None Required","NO","NO","Mr","NO","0","2017","2",14,"Tuesday","2017","5",12,"Friday","Business_Hour","morning","spring","M"
"78","Slow","WEB","0","A","grade2","Lon All",21," DC Drive",10,5,0,"B","YES","NO","Mr","NO","0","2017","2",16,"Thursday","2017","7",15,"Saturday","Closed","morning","summer","M"
"79","Slow","WEB","1","A","grade2","Lon All",25," AB",14,2,2,"A","NO","NO","Mrs","NO","0","2017","2",17,"Friday","2017","8",7,"Monday","Closed","night","summer","F"
"80","Slow","WEB","1","A","grade1","MCH",88," AB",14,5,1,"A","YES","NO","Mr","NO","0","2017","2",17,"Friday","2018","10",22,"Monday","Business_Hour","afternoon","fall","M"
"81","Slow","WEB","0","A","grade1","OTHER",33," AC",14,6,2,"A","YES","NO","Mr","NO","0","2017","2",17,"Friday","2017","10",2,"Monday","Closed","morning","fall","M"
"82","Slow","WEB","1","A","grade2","MCH",77," AB",14,4,1,"A","YES","NO","Mrs","NO","0","2017","2",18,"Saturday","2018","8",11,"Saturday","Business_Hour","morning","summer","F"
"83","Extremely Fast","WEB","0","A","grade2","Lon Heathrow",7,"OTHER",4,1,0,"None Required","NO","NO","Mrs","NO","0","2017","2",20,"Monday","2017","4",13,"Thursday","Business_Hour","morning","spring","F"
"84","Slow","WEB","0","A","grade1","Lon Gat",49," AC",14,2,2,"A","NO","NO","Mr","NO","0","2017","2",20,"Monday","2018","2",3,"Saturday","Business_Hour","morning","winter","M"
"85","Slow","WEB","1","E","grade2","Lon Heathrow",21," LH",10,3,0,"A","NO","NO","Mr","NO","0","2017","2",20,"Monday","2017","7",19,"Wednesday","Business_Hour","afternoon","summer","M"
"86","Slow","WEB","1","A","grade1","Lon Gat",26," JH Area",14,6,0,"A","NO","NO","Miss","NO","0","2017","2",20,"Monday","2017","8",20,"Sunday","Business_Hour","morning","summer","F"
"87","Extremely Fast","PHONE","0","A","grade1","Lon Heathrow",55," AC",14,7,1,"A","NO","NO","Mrs","NO","1","2017","2",25,"Saturday","2018","3",15,"Thursday","Business_Hour","afternoon","spring","F"
"88","Slow","WEB","1","E","grade1","Lon All",24," JH Area",14,3,0,"None Required","NO","NO","Mr","NO","0","2017","2",26,"Sunday","2017","8",17,"Thursday","Business_Hour","afternoon","summer","M"
"89","Fast","PHONE","0","A","grade2","Lon Gat",80," DC Drive",15,3,2,"B","YES","NO","Mrs","NO","1","2017","2",27,"Monday","2018","9",10,"Monday","Business_Hour","morning","fall","F"
"90","Slow","WEB","0","A","grade1","Any Airport",71," AB",14,5,0,"A","NO","NO","Mr","NO","0","2017","2",27,"Monday","2018","7",8,"Sunday","Business_Hour","morning","summer","M"
"91","Extremely Fast","WEB","1","A","grade2","Lon All",28," AA Resort",14,2,0,"B","NO","NO","Mrs","NO","1","2017","2",28,"Tuesday","2017","9",15,"Friday","Closed","night","fall","F"
"92","Extremely Fast","WEB","0","A","grade2","MCH",27," AC",7,5,0,"B","NO","NO","Mrs","NO","0","2017","3",2,"Thursday","2017","9",9,"Saturday","Closed","night","fall","F"
"93","Slow","WEB","0","B","grade1","Lon All",23," AB",14,4,0,"A","YES","NO","Mr","NO","0","2017","3",3,"Friday","2017","8",6,"Sunday","Closed","morning","summer","M"
"94","Slow","WEB","1","E","grade2","Any Airport",23," Tampa",20,3,1,"None Required","NO","NO","Mr","NO","0","2017","3",4,"Saturday","2017","8",11,"Friday","Business_Hour","afternoon","summer","M"
"95","Slow","WEB","1","B","grade2","MCH",67," DC Drive",28,3,0,"B","YES","NO","Mr","NO","0","2017","3",4,"Saturday","2018","6",12,"Tuesday","Business_Hour","morning","summer","M"
"96","Slow","WEB","1","E","grade2","Lon Gat",63," AB",17,2,1,"A","NO","NO","Mr","NO","0","2017","3",4,"Saturday","2018","5",14,"Monday","Business_Hour","morning","spring","M"
"97","Slow","WEB","0","A","grade1","MCH",73," AC",14,2,2,"A","YES","NO","Mr","NO","0","2017","3",5,"Sunday","2018","8",3,"Friday","Business_Hour","morning","summer","M"
"98","Slow","WEB","1","E","grade1","MCH",65," AC",10,3,1,"A","NO","NO","Miss","NO","0","2017","3",5,"Sunday","2018","6",6,"Wednesday","Business_Hour","morning","summer","F"
"99","Slow","WEB","0","A","grade2","MCH",23," AC",13,1,1,"B","YES","NO","Mr","NO","0","2017","3",6,"Monday","2017","8",19,"Saturday","Business_Hour","morning","summer","M"
"100","Extremely Fast","WEB","1","A","grade1","OTHER",30," AA Resort",14,2,3,"A","NO","NO","Mrs","NO","0","2017","3",7,"Tuesday","2017","10",7,"Saturday","Closed","night","fall","F"
"101","Extremely Fast","WEB","0","A","grade1","MCH",23," AB",14,2,2,"A","NO","NO","Mrs","NO","1","2017","3",8,"Wednesday","2017","8",13,"Sunday","Business_Hour","morning","summer","F"
"102","Slow","WEB","0","B","grade2","Any Airport",30," CC City",14,2,2,"B","NO","NO","Mrs","NO","0","2017","3",9,"Thursday","2017","10",7,"Saturday","Business_Hour","morning","fall","F"
"103","Slow","WEB","0","A","grade1","Lon Gat",84," AB",10,7,3,"None Required","YES","YES","Mr","NO","0","2017","3",9,"Thursday","2018","10",15,"Monday","Business_Hour","afternoon","fall","M"
"104","Slow","WEB","0","A","grade1","MCH",75," AC",14,6,3,"A","NO","NO","Mr","NO","0","2017","3",11,"Saturday","2018","8",18,"Saturday","Business_Hour","morning","summer","M"
"105","Slow","WEB","0","E","grade2","MCH",22," AC",14,2,2,"None Required","NO","NO","Mr","NO","0","2017","3",11,"Saturday","2017","8",8,"Tuesday","Closed","morning","summer","M"
"106","Slow","WEB","0","A","grade2","MCH",22," AC",14,3,1,"B","NO","NO","Mr","NO","0","2017","3",11,"Saturday","2017","8",12,"Saturday","Business_Hour","morning","summer","M"
"107","Slow","WEB","1","A","grade2","MCH",33," AB",14,2,0,"None Required","NO","NO","Mr","NO","0","2017","3",12,"Sunday","2017","11",2,"Thursday","Business_Hour","morning","fall","M"
"108","Extremely Fast","WEB","0","A","grade2","Lon All",47," AA Resort",14,2,0,"A","YES","YES","Mrs","NO","0","2017","3",15,"Wednesday","2018","2",7,"Wednesday","Closed","night","winter","F"
"109","Slow","WEB","0","A","grade1","Any Airport",117," AC",14,2,3,"A","NO","NO","Mr","NO","0","2017","3",15,"Wednesday","2019","6",12,"Wednesday","Business_Hour","morning","summer","M"
"110","Slow","WEB","0","A","grade2","MCH",16," AB",14,3,1,"A","NO","NO","Mr","NO","0","2017","3",16,"Thursday","2017","7",6,"Thursday","Business_Hour","afternoon","summer","M"
"111","Slow","WEB","0","A","grade2","MCH",61," AC",14,2,2,"B","NO","NO","Mrs","NO","0","2017","3",19,"Sunday","2018","5",20,"Sunday","Closed","morning","spring","F"
"112","Slow","WEB","1","A","grade2","Lon All",83," DC Drive",21,2,0,"None Required","NO","NO","Mr","NO","0","2017","3",19,"Sunday","2018","10",22,"Monday","Business_Hour","afternoon","fall","M"
"113","Fast","WEB","0","A","grade1","MCH",36," AC",15,2,0,"A","YES","YES","Miss","NO","0","2017","3",19,"Sunday","2017","12",1,"Friday","Business_Hour","afternoon","winter","F"
"114","Fast","PHONE","0","A","grade1","MCH",28," AC",14,2,0,"A","NO","NO","Ms","NO","1","2017","3",21,"Tuesday","2017","10",6,"Friday","Business_Hour","afternoon","fall","F"
"115","Slow","WEB","1","B","grade2","Lon Heathrow",17," LH",9,4,0,"None Required","NO","NO","Miss","NO","0","2017","3",21,"Tuesday","2017","7",22,"Saturday","Business_Hour","night","summer","F"
"116","Extremely Fast","WEB","0","E","grade2","Any Airport",24," AC",14,7,0,"A","YES","YES","Mrs","NO","0","2017","3",22,"Wednesday","2017","9",8,"Friday","Closed","night","fall","F"
"117","Slow","WEB","0","A","grade2","Lon All",53," AA Resort",14,2,2,"None Required","YES","YES","Mr","NO","0","2017","3",22,"Wednesday","2018","3",31,"Saturday","Business_Hour","afternoon","spring","M"
"118","Slow","WEB","0","A","grade1","Lon All",69," AC",14,2,0,"A","YES","YES","Mrs","NO","0","2017","3",23,"Thursday","2018","7",16,"Monday","Business_Hour","morning","summer","F"
"119","Slow","WEB","1","A","grade2","MCH",60," AB",14,2,2,"None Required","YES","YES","Mr","NO","0","2017","3",24,"Friday","2018","5",16,"Wednesday","Business_Hour","afternoon","spring","M"
"120","Fast","WEB","0","A","grade1","Lon Gat",72," AC",14,3,2,"A","NO","NO","Miss","NO","0","2017","3",24,"Friday","2018","8",7,"Tuesday","Business_Hour","morning","summer","F"
"121","Slow","WEB","0","B","grade2","MCH",13," LV",14,4,0,"A","NO","NO","Mr","NO","0","2017","3",26,"Sunday","2017","7",1,"Saturday","Business_Hour","afternoon","summer","M"
"122","Slow","WEB","1","A","grade2","Lon All",82," AC",12,2,0,"B","NO","NO","Mr","NO","0","2017","3",26,"Sunday","2018","10",27,"Saturday","Business_Hour","morning","fall","M"
"123","Extremely Fast","WEB","1","B","grade2","BH",18," CC City",15,5,0,"B","NO","NO","Mrs","NO","0","2017","3",28,"Tuesday","2017","8",5,"Saturday","Business_Hour","morning","summer","F"
"124","Slow","WEB","1","A","grade1","Lon All",19," AC",14,6,0,"B","NO","NO","Mr","NO","0","2017","3",29,"Wednesday","2017","8",7,"Monday","Business_Hour","morning","summer","M"
"125","Extremely Fast","WEB","0","A","grade2","MCH",75," AC",14,3,1,"None Required","NO","NO","Mrs","NO","0","2017","3",30,"Thursday","2018","9",6,"Thursday","Business_Hour","morning","fall","F"
"126","Fast","WEB","1","A","grade1","MCH",71," AC",14,4,3,"None Required","YES","YES","Miss","NO","0","2017","3",31,"Friday","2018","8",11,"Saturday","Business_Hour","night","summer","F"
"127","Slow","WEB","1","A","grade2","Lon All",17," AA Resort",14,3,0,"B","NO","NO","Mr","NO","0","2017","4",1,"Saturday","2017","7",23,"Sunday","Business_Hour","afternoon","summer","M"
"128","Slow","WEB","1","A","grade1","Lon All",120," IO Vista",14,3,1,"A","YES","YES","Mr","NO","0","2017","4",1,"Saturday","2019","7",17,"Wednesday","Closed","morning","summer","M"
"129","Slow","WEB","0","A","grade1","MCH",81," AC",14,5,2,"None Required","YES","YES","Mr","NO","0","2017","4",1,"Saturday","2018","10",17,"Wednesday","Business_Hour","afternoon","fall","M"
"130","Fast","PHONE","1","A","grade1","OTHER",39," AB",14,4,0,"A","NO","NO","Ms","NO","1","2017","4",2,"Sunday","2018","1",6,"Saturday","Business_Hour","morning","winter","F"
"131","Fast","PHONE","0","A","grade2","Lon Heathrow",59," AB",9,2,0,"None Required","YES","YES","Ms","NO","1","2017","4",2,"Sunday","2018","5",25,"Friday","Business_Hour","afternoon","spring","F"
"132","Extremely Fast","PHONE","0","A","grade2","Lon All",69," AA Resort",14,4,1,"B","NO","NO","Mrs","NO","1","2017","4",2,"Sunday","2018","7",30,"Monday","Business_Hour","afternoon","summer","F"
"133","Extremely Fast","PHONE","0","A","grade2","MCH",12," AC",14,5,1,"A","YES","YES","Mrs","NO","1","2017","4",2,"Sunday","2017","6",27,"Tuesday","Business_Hour","afternoon","summer","F"
"134","Extremely Fast","WEB","0","A","grade2","Lon All",52," AC",15,4,2,"B","NO","NO","Mrs","NO","1","2017","4",2,"Sunday","2018","4",3,"Tuesday","Business_Hour","afternoon","spring","F"
"135","Slow","WEB","1","A","grade1","Lon Gat",74," AC",14,5,0,"A","NO","NO","Mr","NO","0","2017","4",2,"Sunday","2018","9",6,"Thursday","Business_Hour","afternoon","fall","M"
"136","Fast","WEB","0","A","grade1","MCH",19," AC",14,5,1,"A","NO","NO","Miss","NO","0","2017","4",3,"Monday","2017","8",17,"Thursday","Business_Hour","night","summer","F"
"137","Slow","WEB","1","A","grade2","MCH",81," AA Resort",14,3,1,"B","NO","NO","Mrs","NO","0","2017","4",4,"Tuesday","2018","10",21,"Sunday","Business_Hour","morning","fall","F"
"138","Slow","WEB","0","A","grade1","Lon Gat",80," AC",14,3,2,"A","YES","YES","Mr","NO","0","2017","4",4,"Tuesday","2018","10",17,"Wednesday","Business_Hour","afternoon","fall","M"
"139","Slow","WEB","1","A","grade2","GG",64," AA Resort",14,2,2,"B","NO","NO","Mr","NO","0","2017","4",4,"Tuesday","2018","6",29,"Friday","Closed","morning","summer","M"
"140","Slow","WEB","0","A","grade2","Lon All",58," AC",14,3,1,"None Required","NO","NO","Miss","NO","0","2017","4",5,"Wednesday","2018","5",16,"Wednesday","Business_Hour","afternoon","spring","F"
"141","Slow","WEB","0","A","grade2","Lon Gat",76," AA Resort",14,4,0,"None Required","YES","YES","Mr","NO","0","2017","4",6,"Thursday","2018","9",17,"Monday","Business_Hour","afternoon","fall","M"
